iter	Passed	Remaining
399	53634	80452
400	53770	80320
401	53875	80142
402	54003	80000
403	54139	79868
404	54257	79711
405	54369	79546
406	54476	79373
407	54587	79205
408	54707	79051
409	54820	78887
410	54937	78730
411	55069	78594
412	55196	78451
413	55327	78313
414	55467	78188
415	55602	78056
416	55729	77914
417	55852	77765
418	55959	77594
419	56094	77464
420	56233	77337
421	56346	77176
422	56465	77023
423	56609	76902
424	56739	76764
425	56894	76661
426	57091	76611
427	57221	76474
428	57315	76287
429	57429	76127
430	57621	76070
431	57766	75952
432	57890	75805
433	58004	75646
434	58119	75488
435	58237	75334
436	58358	75185
437	58459	75010
438	58588	74870
439	58720	74735
440	58854	74602
441	58962	74436
442	59088	74294
443	59209	74144
444	59347	74017
445	59469	73870
446	59601	73734
447	59713	73575
448	59834	73427
449	59949	73272
450	60064	73115
451	60232	73024
452	60353	72876
453	60466	72719
454	60598	72585
455	60728	72447
456	60858	72311
457	60988	72173
458	61128	72048
459	61263	71918
460	61396	71784
461	61513	71633
462	61641	71493
463	61776	71362
464	61904	71223
465	61993	71039
466	62130	70910
467	62246	70758
468	62367	70612
469	62516	70497
470	62711	70433
471	62836	70291
472	63456	70700
473	63663	70647
474	63774	70487
475	63879	70320
476	64044	70220
477	64232	70144
478	64353	69996
479	64469	69842
480	64575	69677
481	64769	69606
482	64891	69459
483	65006	69304
484	65300	69340
485	65438	69208
486	65620	69123
487	65755	68989
488	65891	68855
489	66032	68728
490	66160	68585
491	66289	68445
492	66416	68302
493	66524	68140
494	66652	67998
495	66750	67827
496	66849	67656
497	66957	67494
498	67068	67337
499	67215	67215
500	67360	67091
501	67519	66981
502	67631	66825
503	67763	66687
504	67886	66542
505	68040	66426
506	68197	66313
507	68332	66180
508	68453	66033
509	68571	65882
510	68733	65774
511	68866	65638
512	68990	65493
513	69088	65324
514	69237	65204
515	69381	65078
516	69495	64925
517	69626	64787
518	69791	64681
519	69919	64540
520	70046	64399
521	70206	64288
522	70345	64158
523	70479	64022
524	70612	63887
525	70776	63779
526	70918	63651
527	71070	63532
528	71253	63440
529	71404	63320
530	71548	63194
531	71659	63038
532	71802	62911
533	71970	62806
534	72082	62651
535	72186	62489
536	72311	62347
537	72422	62191
538	72546	62048
539	72678	61910
540	72789	61756
541	72890	61594
542	72984	61425
543	73114	61287
544	73297	61193
545	73442	61067
546	73583	60938
547	73694	60784
548	73850	60667
549	73982	60531
550	74105	60387
551	74263	60271
552	74412	60149
553	74569	60032
554	74689	59886
555	74825	59753
556	74944	59605
557	75096	59485
558	75215	59338
559	75368	59218
560	75511	59090
561	75645	58955
562	75805	58840
563	75923	58692
564	76128	58612
565	76325	58525
566	76445	58378
567	76596	58256
568	76729	58120
569	76824	57955
570	76934	57801
571	77044	57648
572	77150	57492
573	77287	57359
574	77439	57237
575	77606	57126
576	77744	56994
577	77889	56867
578	78046	56748
579	78201	56628
580	78374	56521
581	78506	56384
582	78653	56258
583	78782	56118
584	78900	55972
585	79004	55815
586	79114	55662
587	79283	55552
588	79422	55420
589	79533	55269
590	79644	55117
591	79770	54977
592	79884	54828
593	80006	54684
594	80119	54535
595	80237	54388
596	80370	54253
597	80514	54125
598	80672	54005
599	80813	53875
600	80968	53754
601	81129	53637
602	81297	53524
603	81474	53416
604	81630	53295
605	81810	53190
606	81929	53045
607	82044	52896
608	82162	52751
609	82306	52621
610	82446	52490
611	82572	52349
612	82676	52195
613	82783	52043
614	82905	51899
615	83035	51762
616	83235	51668
617	83442	51577
618	83590	51450
619	83702	51301
620	83802	51144
621	83916	50997
622	84043	50857
623	84159	50711
624	84272	50563
625	84518	50495
626	84666	50367
627	84836	50253
628	84952	50107
629	85099	49978
630	85222	49836
631	85358	49702
632	85468	49552
633	85602	49417
634	85744	49286
635	85884	49154
636	86063	49043
637	86229	48926
638	86417	48821
639	86549	48684
640	86652	48530
641	86808	48407
642	86980	48292
643	87119	48159
644	87231	48011
645	87353	47868
646	87529	47755
647	87670	47623
648	87789	47479
649	87903	47332
650	88056	47207
651	88209	47080
652	88397	46973
653	88540	46842
654	88652	46694
655	88799	46565
656	89012	46470
657	89745	46645
658	89936	46537
659	90114	46422
660	90273	46297
661	90418	46165
662	90535	46018
663	90650	45871
664	90831	45757
665	91004	45638
666	91188	45525
667	91411	45432
668	91550	45296
669	92122	45373
670	93246	45719
671	93516	45644
672	93659	45507
673	93778	45358
674	93959	45239
675	94554	45319
676	94801	45230
677	95025	45129
678	95137	44976
679	95247	44822
680	95468	44720
681	95773	44656
682	95884	44502
683	95979	44341
684	96100	44192
685	96217	44041
686	96352	43898
687	96477	43751
688	96604	43605
689	96702	43446
690	96808	43290
691	96913	43134
692	96999	42970
693	97120	42822
694	97237	42672
695	97342	42517
696	97438	42358
697	97538	42201
698	97627	42039
699	97739	41888
700	97841	41732
701	97946	41578
702	98056	41426
703	98162	41273
704	98304	41134
705	98419	40984
706	98522	40830
707	98635	40680
708	98768	40538
709	98874	40385
710	98980	40232
711	99100	40085
712	99207	39933
713	99328	39787
714	99436	39635
715	99543	39483
716	99639	39327
717	99731	39170
718	99856	39025
719	99968	38876
720	100073	38724
721	100170	38569
722	100264	38413
723	100401	38274
724	100511	38124
725	100629	37978
726	100730	37825
727	100828	37672
728	100945	37525
729	101043	37372
730	101167	37228
731	101275	37079
732	101407	36938
733	101510	36787
734	101633	36643
735	101727	36489
736	101834	36339
737	101959	36196
738	102070	36049
739	102181	35901
740	102285	35751
741	102391	35602
742	102506	35456
743	102606	35305
744	102719	35158
